,Account,Tweet,Date,Compound,Positive,Neutral,Negative,Tweets Ago
116,@CBSNews,"Paul Manafort, the president's one-time campaign chairman, went on trial today. 

@PaulaReidCBS reports on the late… https://t.co/lBziBqUQhG",Tue Jul 31 22:49:56 +0000 2018,0.0,0.0,1.0,0.0,17
117,@CBSNews,"RT @CBSEveningNews: Twenty people are unaccounted for in Northern California’s Carr Fire -- a figure that has more than tripled.
 
As 15 fi…",Tue Jul 31 22:46:44 +0000 2018,-0.34,0.0,0.897,0.103,18
118,@CBSNews,"The 2018 midterm elections are 14 weeks from today, and Facebook says it has now uncovered a new attempt to interfe… https://t.co/bq1OLHrd3U",Tue Jul 31 22:41:48 +0000 2018,0.0,0.0,1.0,0.0,19
119,@CBSNews,"Aeromexico plane with 101 on board crashes shortly after takeoff in Durango, Mexico. @OmarVillafranca reports there… https://t.co/27SRqLSg3h",Tue Jul 31 22:37:50 +0000 2018,0.0,0.0,1.0,0.0,20
120,@CBSNews,"WATCH: 21 cars piled with debris, smashed into each other after parking garage collapses in Texas… https://t.co/bG5U6L7J84",Tue Jul 31 22:24:53 +0000 2018,-0.296,0.0,0.879,0.121,21
121,@CBSNews,"DEVELOPING: Aeromexico plane suffers ""accident"" Tuesday in Mexico's northern state of Durango, officials say… https://t.co/9XggTQnwbi",Tue Jul 31 22:09:33 +0000 2018,-0.4767,0.0,0.819,0.181,22
122,@CBSNews,Rihanna becomes the first black woman to grace the cover of British Vogue's prestigious September issue… https://t.co/WzLIL4Ud9I,Tue Jul 31 22:04:43 +0000 2018,0.4215,0.149,0.851,0.0,23
123,@CBSNews,Two trains crash near the ancient Incan citadel of Machu Picchu https://t.co/0k94HBIhar https://t.co/pmuKOP593o,Tue Jul 31 21:44:50 +0000 2018,-0.4019,0.0,0.816,0.184,24
124,@CBSNews,Dozens of investigators chasing hundreds of leads in search for missing Iowa student Mollie Tibbetts… https://t.co/OA3Uei4OBX,Tue Jul 31 21:30:37 +0000 2018,-0.296,0.0,0.872,0.128,25
125,@CBSNews,7 Mexican nationals charged in Texas mall robbery that sparked panic after shoppers mistook the sounds of smashing… https://t.co/X9MsUSNX2d,Tue Jul 31 21:09:57 +0000 2018,-0.6249,0.0,0.758,0.242,26
126,@CBSNews,"Twitter users spotlight offensive tweets to expose ""toxic"" culture in baseball https://t.co/6Ct4Hpjh49 https://t.co/Yq7RpeMmwR",Tue Jul 31 20:54:51 +0000 2018,-0.5574,0.0,0.705,0.295,27
127,@CBSNews,"“It became clear early on, in a very real sense, we inherited a cyber crisis,” says VP Mike Pence at Department of… https://t.co/umgHhpLSwn",Tue Jul 31 20:42:23 +0000 2018,0.3818,0.115,0.885,0.0,28
128,@CBSNews,HAPPENING NOW: Vice President Mike Pence is speaking at the Department of Homeland Security's National cybersecurit… https://t.co/ETNmG8DhZM,Tue Jul 31 20:35:28 +0000 2018,0.0,0.0,1.0,0.0,29
129,@CBSNews,"Wraps and salads sold at Kroger, Trader Joe's recalled due to parasite concern https://t.co/iEWaEQyPPj https://t.co/vORW4KH0Mg",Tue Jul 31 20:34:35 +0000 2018,0.0,0.0,1.0,0.0,30
130,@CBSNews,All police operations have been suspended in a North Carolina town in the aftermath of public corruption charges le… https://t.co/3JgRqncgvt,Tue Jul 31 20:19:54 +0000 2018,-0.6369,0.0,0.766,0.234,31
131,@CBSNews,The United Nations says thousands of people are fleeing political violence and rights violations in Nicaragua after… https://t.co/QV8wWPZ2cP,Tue Jul 31 20:04:51 +0000 2018,-0.6908,0.111,0.593,0.296,32
132,@CBSNews,"Millennials, estimated to make up more than a third of the American workforce, are re-inventing the traditional con… https://t.co/CeoEIVnY1G",Tue Jul 31 19:50:47 +0000 2018,0.0,0.0,1.0,0.0,33
133,@CBSNews,"Despite previous praise for them, AFL-CIO President Richard Trumka says President Trump's tariffs have gone too far… https://t.co/wQWMGJqAlH",Tue Jul 31 19:34:50 +0000 2018,0.5574,0.175,0.825,0.0,34
134,@CBSNews,"Leslie Jones says targeting comedians for their inappropriate comments is ""just so dumb"" https://t.co/FeKzoI3AhY https://t.co/oaJzndkr0Q",Tue Jul 31 19:20:42 +0000 2018,-0.4663,0.113,0.669,0.218,35
135,@CBSNews,RT @CBSThisMorning: WATCH: The gospel choir (@TheKingdomChoir) that performed at the #RoyalWedding of Prince Harry and Meghan Markle is cel…,Tue Jul 31 19:04:34 +0000 2018,0.0,0.0,1.0,0.0,36
136,@CBSNews,More than a dozen dogs threatened by California's Carr Fire have been rescued by a neighboring shelter:… https://t.co/lryrbBSlSh,Tue Jul 31 19:00:36 +0000 2018,-0.3818,0.132,0.613,0.255,37
137,@CBSNews,"Dwayne ""The Rock"" Johnson surprises stunt double with major gift, bringing the man to tears https://t.co/kbNp1PHMO5 https://t.co/JHwYRZY5yl",Tue Jul 31 18:44:32 +0000 2018,0.4404,0.232,0.676,0.092,38
138,@CBSNews,WATCH: This Boy Scout ate bugs and tree bark after getting lost in the woods. Rescuers say his survival tactics hel… https://t.co/54ebxY2ZHY,Tue Jul 31 18:30:28 +0000 2018,-0.3182,0.0,0.901,0.099,39
139,@CBSNews,"Young cancer patient goes viral with ""In My Feelings"" dance video https://t.co/27CN4UTE8p https://t.co/rs4EkGkroF",Tue Jul 31 18:14:55 +0000 2018,-0.6597,0.0,0.732,0.268,40
140,@CBSNews,"As President Donald Trump heads to Florida for a campaign rally, what's on the minds of voters there?… https://t.co/L7hKVm9DXy",Tue Jul 31 18:00:30 +0000 2018,0.0,0.0,1.0,0.0,41
141,@CBSNews,Earth's largest colony of king penguins falls by nearly 90 percent https://t.co/BFIRKUbHj1 https://t.co/6XjI4hwsyJ,Tue Jul 31 17:45:00 +0000 2018,0.0,0.0,1.0,0.0,42
142,@CBSNews,"RT @DavidBegnaud: I will interview the Governor of Puerto Rico, @ricardorossello, at 4:30pmET, today. 
We will stream it live on 
Facebook,…",Tue Jul 31 17:43:25 +0000 2018,0.0,0.0,1.0,0.0,43
143,@CBSNews,Facebook detects a coordinated influence operation ahead of the 2018 midterm elections. https://t.co/TpCCc7GHhT https://t.co/0upeLcRXkE,Tue Jul 31 17:29:49 +0000 2018,0.0,0.0,1.0,0.0,44
144,@CBSNews,Chipotle Mexican Grill closes restaurant after customer illnesses in Ohio https://t.co/O3mS3JnFc1 https://t.co/1GMfMu6Q1B,Tue Jul 31 17:14:35 +0000 2018,-0.4939,0.0,0.775,0.225,45
145,@CBSNews,ROAD RAGE: A woman filmed two men fighting on the side of a Texas highway. Now her video -- and her commentary -- i… https://t.co/XbdUCxqAgn,Tue Jul 31 17:00:12 +0000 2018,-0.7804,0.0,0.755,0.245,46
146,@CBSNews,"Smoking banned in public housing nationwide, effective today https://t.co/46iTkZb4j0 https://t.co/WNXF807BNZ",Tue Jul 31 16:44:49 +0000 2018,0.0258,0.22,0.567,0.213,47
147,@CBSNews,Boy Scout survives on bugs and bark for nearly 37 hours alone in Wyoming wilderness https://t.co/vRxwpm4iJW https://t.co/04dHn97xXR,Tue Jul 31 16:30:01 +0000 2018,-0.25,0.0,0.889,0.111,48
148,@CBSNews,Paul Manafort trial on bank fraud begins. Follow here for live updates: https://t.co/oM8IxRAgDK https://t.co/54It5YqBdb,Tue Jul 31 16:14:41 +0000 2018,-0.5859,0.0,0.774,0.226,49
149,@CBSNews,SHARK-NAPPER: Video shows a man steal a shark from a Texas aquarium tank and disguise it as a baby in a stroller to… https://t.co/9ODcur0uki,Tue Jul 31 16:00:25 +0000 2018,-0.6369,0.0,0.766,0.234,50
150,@CBSNews,"Turkey shrugs off threat from President Trump, rejects U.S. pastor Andrew Brunson's appeal https://t.co/Q9CrQl9eEz https://t.co/d2i1clcTBF",Tue Jul 31 15:44:38 +0000 2018,-0.765,0.0,0.663,0.337,51
151,@CBSNews,"""If you act out your dreams, there's a good chance that might be a very early symptom... where nothing else shows,""… https://t.co/3QlTBYSu1l",Tue Jul 31 15:29:40 +0000 2018,0.765,0.309,0.691,0.0,52
152,@CBSNews,"Senate panel holds hearing on ICE, family separation at border. Follow here for live updates:… https://t.co/T8FRGajPEN",Tue Jul 31 15:14:51 +0000 2018,0.0,0.0,1.0,0.0,53
153,@CBSNews,Guy Fieri serving up a red-hot good deed: Barbecuing for hundreds of California wildfire evacuees… https://t.co/WDC1CKtXmj,Tue Jul 31 14:59:38 +0000 2018,0.4404,0.172,0.828,0.0,54
154,@CBSNews,"Levi's and Yelp join ""Open for All"" anti-bias coalition, a message they hope will bring in customers… https://t.co/Mmc2dKMv6i",Tue Jul 31 14:44:49 +0000 2018,0.6249,0.254,0.746,0.0,55
155,@CBSNews,Europe's economic upswing slowed further in the second quarter amid concerns over global trade disputes that have s… https://t.co/8Q8WXq19xC,Tue Jul 31 14:29:45 +0000 2018,-0.2732,0.0,0.896,0.104,56
156,@CBSNews,Pig abuse is just part of the problem on pork farms https://t.co/Eitw8sIFxy https://t.co/Li09Ptw12N,Tue Jul 31 14:14:45 +0000 2018,-0.7845,0.0,0.615,0.385,57
157,@CBSNews,"""To be immobilized by fear &amp; think the worst thing has happened you -- it hasn't happened to you. You still have th… https://t.co/OXuVfPYJM0",Tue Jul 31 14:00:36 +0000 2018,-0.8591,0.0,0.689,0.311,58
158,@CBSNews,"President Trump slams billionaire conservative Koch brothers as ""total joke"" in GOP https://t.co/NUbUiENog1 https://t.co/y1yad1G1yb",Tue Jul 31 13:45:52 +0000 2018,0.296,0.145,0.855,0.0,59
159,@CBSNews,U.S. military boosts troop security after deadly Niger ambush https://t.co/u6AJx5ziLZ https://t.co/en94PvrBQQ,Tue Jul 31 13:29:56 +0000 2018,0.5719,0.343,0.657,0.0,60
160,@CBSNews,"Do you recognize this man? NYPD is looking for the man who poured fuel over a gas station and lit it on fire, ignit… https://t.co/wfkVJpwXtf",Tue Jul 31 13:15:26 +0000 2018,-0.34,0.0,0.906,0.094,61
161,@CBSNews,"U.S. intelligence agencies have found that North Korea is building new missiles, according to a new report:… https://t.co/vVlysAczpz",Tue Jul 31 13:14:31 +0000 2018,0.4767,0.162,0.838,0.0,62
162,@CBSNews,"Four Florida paramedics, accused of refusing to care for a patient and racially profiling her, will face a discipli… https://t.co/AqwCJajF77",Tue Jul 31 12:59:59 +0000 2018,-0.1779,0.139,0.649,0.212,63
163,@CBSNews,"California remains under siege as fast-moving wildfires continue to threaten more than 14,000 buildings in the nort… https://t.co/tt7F1AMs9j",Tue Jul 31 12:39:32 +0000 2018,-0.3818,0.0,0.867,0.133,64
164,@CBSNews,"RT @CBSThisMorning: ""I asked for a scan because I thought I may have it... I didn't have any symptoms,""  Actor @AlanAlda says after reveali…",Tue Jul 31 12:30:41 +0000 2018,0.0,0.0,1.0,0.0,65
165,@CBSNews,NEW: Actor @AlanAlda just revealed he has Parkinson's disease. The award-winning actor says he was diagnosed with t… https://t.co/9YqyG6rl2k,Tue Jul 31 12:21:25 +0000 2018,0.0,0.0,1.0,0.0,66
166,@CBSNews,RT @CBSThisMorning: NEW: Actor @AlanAlda just revealed he has Parkinson's disease. The award-winning actor says he was diagnosed with the d…,Tue Jul 31 12:19:54 +0000 2018,0.0,0.0,1.0,0.0,67
167,@CBSNews,"ISIS claims responsibility for an attack in Tajikistan that left four cycle tourists, including two Americans, dead… https://t.co/QahGPXNfV8",Tue Jul 31 12:19:48 +0000 2018,-0.4767,0.0,0.846,0.154,68
168,@CBSNews,"WATCH: The Rock surprises his long-time stunt double with a major gift, bringing the man to tears https://t.co/6HHX7NxsIq",Tue Jul 31 12:00:23 +0000 2018,0.4404,0.232,0.676,0.092,69
169,@CBSNews,An Iraqi former translator for U.S. troops is finally becoming a U.S. citizen a year after officials abruptly remov… https://t.co/RMBWMPvhSk,Tue Jul 31 11:39:55 +0000 2018,0.0,0.0,1.0,0.0,70
170,@CBSNews,RT @CBSThisMorning: The Washington Post reports North Korea appears to be building new ballistic missiles. Unnamed U.S. officials tell the…,Tue Jul 31 11:21:16 +0000 2018,0.0,0.0,1.0,0.0,71
171,@CBSNews,The next writer to take a close look at the Trump presidency: Bob Woodward https://t.co/v2OS0n6VGv https://t.co/2odrtiNMwN,Tue Jul 31 11:20:01 +0000 2018,0.0,0.0,1.0,0.0,72
172,@CBSNews,RT @CBSThisMorning: President Trump's former campaign chairman Paul Manafort will be in court today for the beginning of his high stakes cr…,Tue Jul 31 11:13:12 +0000 2018,0.0,0.0,1.0,0.0,73
173,@CBSNews,The long-awaited trial of former Trump campaign chairman Paul Manafort is set to begin Tuesday. Here's everything y… https://t.co/vCoTeIqnWH,Tue Jul 31 11:00:23 +0000 2018,0.0,0.0,1.0,0.0,74
174,@CBSNews,Two California residents are suing a state senator for blocking them from a social media account:… https://t.co/Qz8dv40jX9,Tue Jul 31 10:59:31 +0000 2018,-0.5719,0.0,0.734,0.266,75
175,@CBSNews,COMING UP: @CBSThisMorning is in Northern California where the fast-moving flames are threatening highly-populated… https://t.co/V5mkoMHXKs,Tue Jul 31 10:44:32 +0000 2018,-0.5267,0.0,0.805,0.195,76
176,@CBSNews,"As Trump and Putin weigh another face-to-face meeting, lawmakers in both parties — particularly in the Senate — app… https://t.co/wmqd8byGVk",Tue Jul 31 10:40:00 +0000 2018,0.4019,0.137,0.863,0.0,77
177,@CBSNews,RT @CBSThisMorning: Here's what we're working on this morning: https://t.co/FZIhHIhV4x,Tue Jul 31 10:37:15 +0000 2018,0.0,0.0,1.0,0.0,78
178,@CBSNews,AHEAD on @CBSThisMorning: Actor @AlanAlda will be in Studio 57. He asked to appear on our broadcast to make a perso… https://t.co/qHpquTMZfH,Tue Jul 31 10:37:05 +0000 2018,0.0,0.0,1.0,0.0,79
179,@CBSNews,"RT @CBSThisMorning: THIS MORNING:
🔜@PaulaReidCBS  with what you need to know on Manafort trial
🔜@cbsmireya  has the latest on the Californi…",Tue Jul 31 10:31:39 +0000 2018,0.0,0.0,1.0,0.0,80
180,@CBSNews,"Publix says dogs aren't allowed in store shopping carts, including service animals https://t.co/xjaQ9iH6yZ https://t.co/rtnnytfBXk",Tue Jul 31 10:19:55 +0000 2018,0.0,0.0,1.0,0.0,81
181,@CBSNews,Which tech companies have the most workers who feel overpaid? https://t.co/zz7STCd0aT https://t.co/f1sIVBig0l,Tue Jul 31 10:10:20 +0000 2018,0.0,0.0,1.0,0.0,82
182,@CBSNews,"""Sinking coffins"": Lawsuit seeks $100 million for duck boat victims https://t.co/USYoij0Wy0 https://t.co/q7NBREGZBY",Tue Jul 31 10:03:05 +0000 2018,-0.4939,0.0,0.704,0.296,83
183,@CBSNews,"More Americans are forced to ""reside"" in their vehicles https://t.co/o36frw9xLs https://t.co/draz1dOUAm",Tue Jul 31 10:02:53 +0000 2018,-0.5046,0.0,0.754,0.246,84
184,@CBSNews,What you need to know about the Paul Manafort trial https://t.co/ZWKHr9Xx7k https://t.co/pXtTRu5dS5,Tue Jul 31 09:53:31 +0000 2018,0.0,0.0,1.0,0.0,85
185,@CBSNews,"""Guardians of the Galaxy"" cast writes letter in support of ousted director James Gunn https://t.co/3ULrDx6jUK https://t.co/jJ5TvjMrxJ",Tue Jul 31 09:48:03 +0000 2018,0.4019,0.153,0.847,0.0,86
186,@CBSNews,"What the SEC’s ""best interest"" rule for advisers won't do for investors https://t.co/NYQNRH8HKr https://t.co/CGXoYzsYNQ",Tue Jul 31 09:45:28 +0000 2018,0.802,0.375,0.625,0.0,87
187,@CBSNews,Man caught on video setting fire at NYC gas station https://t.co/mYbPoCHMln https://t.co/NueMJ3Tdtj,Tue Jul 31 09:38:05 +0000 2018,-0.34,0.0,0.821,0.179,88
188,@CBSNews,"Gun battle, hostages reportedly held after blast in Afghan city https://t.co/YsMgKr9yFy https://t.co/tGCmqUCxBl",Tue Jul 31 09:32:05 +0000 2018,-0.6124,0.0,0.667,0.333,89
189,@CBSNews,"Jeff Sessions announces creation of ""religious liberty task force"" https://t.co/WBuihimhn8 https://t.co/gjjyvxPcQr",Tue Jul 31 09:18:04 +0000 2018,0.6705,0.379,0.621,0.0,90
190,@CBSNews,Self-driving passenger vans hit the road in Texas city https://t.co/In3nTGE0H5 https://t.co/vMoU4e4NY1,Tue Jul 31 09:03:04 +0000 2018,0.0,0.0,1.0,0.0,91
191,@CBSNews,"""Bigfoot erotica"" becoming issue in pivotal congressional race https://t.co/h6h4nE9oaL https://t.co/fzEyD3297P",Tue Jul 31 08:54:07 +0000 2018,0.0,0.0,1.0,0.0,92
192,@CBSNews,"Advances in IVF testing spurring debate over ""mosaic"" embryos https://t.co/BdMSaU5Eg7 https://t.co/xTpSFs4Lzj",Tue Jul 31 08:48:03 +0000 2018,0.0,0.0,1.0,0.0,93
193,@CBSNews,"Bridesmaid begs JetBlue for refund after bride asks her ""to relinquish"" her role via email https://t.co/a7DPnSEKeb https://t.co/ViKhAy0vz9",Tue Jul 31 08:33:03 +0000 2018,0.0,0.0,1.0,0.0,94
194,@CBSNews,Canada Dry sued over lack of ginger in ginger ale https://t.co/f6bxiPX0Qy https://t.co/wecaxybmUj,Tue Jul 31 08:18:03 +0000 2018,-0.3182,0.0,0.827,0.173,95
195,@CBSNews,"Brian Christopher Lawler, former WWE star, dead at 46 https://t.co/trC4JuVb9F https://t.co/TCOl8YrYKs",Tue Jul 31 08:03:05 +0000 2018,-0.6486,0.0,0.699,0.301,96
196,@CBSNews,Fawn gives cop a kiss after California wildfire rescue https://t.co/xW6KWfx3fi https://t.co/SFJIJFx3f8,Tue Jul 31 07:48:04 +0000 2018,0.7269,0.433,0.567,0.0,97
197,@CBSNews,Family of man fatally shot while fleeing Chicago police files lawsuit https://t.co/Of46dZ6jT5 https://t.co/O7ln8keL9X,Tue Jul 31 07:33:03 +0000 2018,-0.7269,0.0,0.643,0.357,98
198,@CBSNews,"Barack Obama, Joe Biden spotted together at Washington, D.C., bakery https://t.co/nZHj94JBIS https://t.co/Uq06n4A1vJ",Tue Jul 31 07:18:04 +0000 2018,0.0,0.0,1.0,0.0,99
199,@CBSNews,Family believes missing Iowa woman returned home before her disappearance https://t.co/KMrhTQ5YoX https://t.co/1wgHoC6LeW,Tue Jul 31 07:03:03 +0000 2018,-0.296,0.0,0.833,0.167,100
200,@cnnbrk,"The Trump administration plans to raise pending tariffs on $200 billion in Chinese goods to 25% from 10%, a source… https://t.co/hwDQo3mMYC",Wed Aug 01 01:01:07 +0000 2018,0.0,0.0,1.0,0.0,1
201,@cnnbrk,Founder of website containing plans for 3D printable guns says downloads are disabled until he sees federal judge's… https://t.co/h0IaebAcnJ,Tue Jul 31 23:45:32 +0000 2018,0.0,0.0,1.0,0.0,2
202,@cnnbrk,"President Donald Trump holds a ""Make America Great Again"" rally in Tampa, Florida. Watch live:… https://t.co/kyvUTRDW8p",Tue Jul 31 23:13:50 +0000 2018,0.6249,0.227,0.773,0.0,3
203,@cnnbrk,"There are no deaths from the Aeromexico plane accident, the governor of the state of Durango says. There were 101 p… https://t.co/Sis8cyodAJ",Tue Jul 31 22:44:55 +0000 2018,-0.6486,0.0,0.791,0.209,4
204,@cnnbrk,RT @CNNPolitics: EXCLUSIVE: Special counsel Robert Mueller refers foreign agent inquiries to New York prosecutors https://t.co/2KsLpT6w08 h…,Tue Jul 31 22:30:34 +0000 2018,0.6037,0.247,0.753,0.0,5
205,@cnnbrk,"DEVELOPING STORY: Aeromexico reports plane accident in Durango, Mexico. The airline is working to verify any inform… https://t.co/9S0yMgHKmw",Tue Jul 31 21:50:50 +0000 2018,-0.4767,0.0,0.846,0.154,6
206,@cnnbrk,"In opening statements, prosecutors paint former Trump campaign chair as a ""shrewd"" liar who crafted a global scheme… https://t.co/mnslJ3J00b",Tue Jul 31 20:21:57 +0000 2018,-0.5106,0.0,0.829,0.171,7
207,@cnnbrk,A jury of six men and six women has been sworn in and opening statements will begin soon in the criminal trial of P… https://t.co/xqAeYQBqK0,Tue Jul 31 18:43:32 +0000 2018,-0.5267,0.0,0.871,0.129,8
208,@cnnbrk,RT @CNNMoney: Facebook takes down suspected Russian network of pages https://t.co/zT8PqnrotT https://t.co/WSO5emyhA6,Tue Jul 31 17:27:59 +0000 2018,-0.2263,0.0,0.853,0.147,9
209,@cnnbrk,White House chief of staff John Kelly says he's agreed to President Trump's request to stay in the role until at le… https://t.co/gdYputpRY6,Tue Jul 31 17:27:46 +0000 2018,0.2732,0.087,0.913,0.0,10
210,@cnnbrk,"RT @CNNPolitics: President Trump repeats Rudy Giuliani defense that ""collusion is not a crime,"" even though he continues to deny any allege…",Tue Jul 31 12:47:55 +0000 2018,-0.2263,0.066,0.83,0.105,11
211,@cnnbrk,"RT @CNNPolitics: President Trump says the Koch brothers are a ""total joke"" https://t.co/OinX7HLhbZ https://t.co/vJZJm4Qygx",Tue Jul 31 12:36:34 +0000 2018,0.296,0.155,0.845,0.0,12
212,@cnnbrk,"Ten people have been killed and more than 100,000 have been forced to flee their homes after days of heavy monsoon… https://t.co/WVUvren9Yv",Tue Jul 31 06:44:06 +0000 2018,-0.8176,0.0,0.727,0.273,13
213,@cnnbrk,At least 10 people were killed when militants linked to the Abu Sayyaf terror group struck a military checkpoint wi… https://t.co/cJubOb9SLH,Tue Jul 31 06:43:02 +0000 2018,-0.872,0.0,0.632,0.368,14
214,@cnnbrk,"A former head of human resources at FEMA has been accused of trading sex for jobs at the agency, the summary of the… https://t.co/PdhL2CYqzW",Tue Jul 31 01:52:56 +0000 2018,-0.296,0.0,0.909,0.091,15
215,@cnnbrk,"New indicators, including satellite images, show North Korea could be building new missiles, the Washington Post re… https://t.co/WwNOkQrGiW",Tue Jul 31 01:20:53 +0000 2018,0.0,0.0,1.0,0.0,16
216,@cnnbrk,Bob Woodward will release a book about the Trump administration — called “Fear” — just weeks before the midterms… https://t.co/RUtaNcsciF,Mon Jul 30 23:10:09 +0000 2018,0.0,0.0,1.0,0.0,17
217,@cnnbrk,Two Minneapolis police officers who fatally shot an armed suspect after a foot chase last month will not face crimi… https://t.co/CRjxI2OldJ,Mon Jul 30 22:19:27 +0000 2018,-0.7506,0.0,0.738,0.262,18
218,@cnnbrk,"A weekend shooting that left three people dead and seven wounded may have been gang-related, New Orleans police say… https://t.co/oYQVGGgygb",Mon Jul 30 21:41:18 +0000 2018,-0.6486,0.0,0.807,0.193,19
219,@cnnbrk,"CBS board takes no action against CEO Les Moonves, but will hire outside counsel to independently investigate the s… https://t.co/smo2jQw3Hv",Mon Jul 30 20:27:47 +0000 2018,-0.1531,0.0,0.922,0.078,20
220,@cnnbrk,"President Trump says he is willing to meet with Iran's leadership, without preconditions, ""whenever they want.""… https://t.co/G2i4WPsx7m",Mon Jul 30 19:11:07 +0000 2018,0.0,0.0,1.0,0.0,21
221,@cnnbrk,"President Trump, speaking alongside Italian Prime Minister Conte, repeats his threat to allow a government shutdown… https://t.co/oYt9a2fyce",Mon Jul 30 18:22:41 +0000 2018,-0.3612,0.098,0.725,0.176,22
222,@cnnbrk,"Meeting at the White House, President Trump praises Italian Prime Minister Giuseppe Conte's ""firm stance on the bor… https://t.co/m55sZ82xoS",Mon Jul 30 17:44:15 +0000 2018,0.5267,0.159,0.841,0.0,23
223,@cnnbrk,"The Carr Fire burning in Shasta County, California, has destroyed 966 structures, making it the 9th-most destructiv… https://t.co/qKRvyokQHa",Mon Jul 30 15:57:21 +0000 2018,-0.6808,0.0,0.741,0.259,24
224,@cnnbrk,"The operator of a duck boat tour that capsized in Branson, Missouri, killing 17 people, is sued for $100 million. T… https://t.co/jKYIc7sjx7",Mon Jul 30 15:45:05 +0000 2018,-0.6597,0.0,0.82,0.18,25
225,@cnnbrk,"Temperatures in the triple digits are forecast all week for the Redding, California, area, where the monstrous Carr… https://t.co/xbSgWbWOW4",Mon Jul 30 14:31:54 +0000 2018,0.0,0.0,1.0,0.0,26
226,@cnnbrk,"Pope Francis accepts the resignation of Australian Archbishop Philip Wilson, the highest ranking Catholic official… https://t.co/p7SYIQCqBt",Mon Jul 30 12:08:04 +0000 2018,0.0258,0.124,0.757,0.119,27
227,@cnnbrk,A medicine manufacturer in China is undertaking an international recall of active substances used in a commonly-use… https://t.co/enwg0MWZc4,Mon Jul 30 09:36:49 +0000 2018,0.4019,0.153,0.847,0.0,28
228,@cnnbrk,Malaysian authorities said they have failed to determine the cause of the 2014 disappearance of Malaysian Airlines… https://t.co/OeOdaRUVDc,Mon Jul 30 09:21:00 +0000 2018,-0.5106,0.0,0.837,0.163,29
229,@cnnbrk,"Hundreds of people are trapped on a volcano on the popular Indonesian tourist island of Lombok, after a devastating… https://t.co/uifhnBhZ96",Mon Jul 30 08:14:21 +0000 2018,-0.1531,0.126,0.721,0.153,30
230,@cnnbrk,"Two Americans were among four cyclists killed Sunday by a hit-and-run driver in Tajikistan, authorities say https://t.co/IYBlGWdBTI",Mon Jul 30 04:05:23 +0000 2018,-0.6705,0.0,0.769,0.231,31
231,@cnnbrk,"Civil rights icon Rep. John Lewis released from hospital with a clean bill of health, his spokeswoman says… https://t.co/BtrYIGcWdW",Sun Jul 29 23:43:38 +0000 2018,0.4019,0.137,0.863,0.0,32
232,@cnnbrk,A California wildfire has doubled in size this weekend. Authorities say at least 12 people are missing and the blaz… https://t.co/lHLLtnaFAP,Sun Jul 29 19:48:16 +0000 2018,-0.296,0.0,0.896,0.104,33
233,@cnnbrk,"President Trump threatens to push the government into a shutdown unless Congress funds his proposed border wall, wh… https://t.co/SAgxDn2EQg",Sun Jul 29 14:52:09 +0000 2018,-0.3818,0.0,0.867,0.133,34
234,@cnnbrk,President Erdogan says Turkey didn't agree to free a detained American pastor as part of a possible deal with the U… https://t.co/z0irq7NtRZ,Sun Jul 29 13:55:38 +0000 2018,-0.7588,0.0,0.694,0.306,35
235,@cnnbrk,Former White House communications director Anthony Scaramucci on the White House barring CNN's Kaitlan Collins from… https://t.co/wAQPCHKV4E,Sun Jul 29 13:20:27 +0000 2018,0.0,0.0,1.0,0.0,36
236,@cnnbrk,"“There’s certainly been a breach in the relationship,” between President Trump and Michael Cohen says former WH com… https://t.co/Q1xw5Ou2qW",Sun Jul 29 13:09:08 +0000 2018,0.34,0.124,0.876,0.0,37
237,@cnnbrk,Civil rights icon and Georgia congressman Rep. John Lewis has been hospitalized but is expected to be released Sund… https://t.co/Xl0JGOI3Ra,Sun Jul 29 04:29:20 +0000 2018,0.0,0.0,1.0,0.0,38
238,@cnnbrk,"At least three people are dead and seven injured after a shooting in New Orleans, city police spokesman says https://t.co/tEKOdcOJrJ",Sun Jul 29 03:48:54 +0000 2018,-0.7906,0.0,0.708,0.292,39
239,@cnnbrk,"A Texas man killed two people at his house and two more at a nearby nursing home before killing himself, police say… https://t.co/Urh42R99ij",Sat Jul 28 12:33:14 +0000 2018,-0.872,0.0,0.681,0.319,40
240,@cnnbrk,Pope Francis accepts the resignation of American cardinal Theodore McCarrick. He has been accused of sexual abuse o… https://t.co/ZlpIcQ3V7f,Sat Jul 28 12:22:12 +0000 2018,-0.743,0.089,0.579,0.332,41
241,@cnnbrk,"The UN has verified 7,000 cases of children either killed or maimed in Syria's seven-year war but says unverified r… https://t.co/3PWxAbHYKB",Sat Jul 28 10:59:05 +0000 2018,-0.6369,0.0,0.785,0.215,42
242,@cnnbrk,Gun control groups lost an emergency bid Friday to block a Texas organization from posting instructions to 3-D prin… https://t.co/mY2WG9Jfsu,Sat Jul 28 01:48:06 +0000 2018,-0.8481,0.0,0.595,0.405,43
243,@cnnbrk,RT @CNNMoney: Six women tell The New Yorker that CBS chief Les Moonves sexually harassed them https://t.co/JCiTsfSz8m https://t.co/47pxzHjb…,Fri Jul 27 23:28:20 +0000 2018,-0.5423,0.0,0.829,0.171,44
244,@cnnbrk,"The New York Police Department has given an ""all-clear"" after investigating an incident at Trump Tower in Manhattan… https://t.co/6J8OALBmuN",Fri Jul 27 23:15:34 +0000 2018,0.0,0.0,1.0,0.0,45
